y,x
141.524,454.364
310.189,514.9
290.12,540.016
282.434,545.168
242.296,435.688
214.541,448.568
172.695,431.18
205.147,441.484
197.034,354.544
283.288,404.132
277.737,287.568
358.44,335.868
88.576,485.92
97.97,531
249.982,346.172
237.599,306.888
87.722,235.404
111.634,336.512
129.141,387.388
190.202,338.444
236.318,389.32
241.869,359.696
225.643,444.06
256.814,400.912
201.731,464.024
164.582,344.24
220.092,480.768
112.915,567.064
147.075,384.812
77.901,341.02
176.538,446.636
164.582,322.344
224.789,346.172
250.409,498.8
164.582,529.712
83.879,545.168
193.618,497.512
186.786,539.372
163.728,620.516
445.975,536.796
250.409,360.34
328.55,339.732
63.383,260.52
46.248,471.564
243.949,566.876
72.722,491.528
109.017,505.696
240.106,546.912
55.642,576.536
242.241,490.24
190.574,339.544
106.028,485.732
328.068,488.952
167.516,531.456
401.939,545.624
49.237,325.376
191.855,546.268
202.53,447.736
177.337,608.736
132.075,273.212
237.544,121.872
231.566,84.52
47.102,245.52
94.072,297.04
143.604,262.264
102.612,269.992
180.326,330.528
261.456,631.92
276.401,509.56
96.634,618.396
186.304,611.956
51.372,284.804
47.956,440.008
54.788,337.612
52.226,194
62.474,201.728
299.459,493.46
105.601,316.36
100.904,334.392
113.714,256.468
72.295,321.512
94.072,481.224
312.696,314.428
188.012,433.568
99.251,480.768
348.192,455.652
291.828,268.248
249.128,344.884
103.948,487.852
388.33,299.16
214.541,379.016
94.127,447.924
132.13,574.148
64.664,441.484
197.888,366.78
83.879,296.584
72.777,281.128
122.309,480.124
155.188,307.532
137.254,453.076
192.337,366.136
165.009,415.08
130.422,397.048
206.001,557.404
150.918,643.056
143.659,277.264
200.45,341.664
121.882,384.812
132.557,489.784
207.282,519.408
212.833,413.792
260.23,348.104
165.863,673.968
297.379,400.268
313.605,468.532
304.211,310.752
87.722,181.952
184.224,350.68
184.651,460.16
153.053,440.84
229.486,520.696
61.248,306.244
155.615,358.408
187.64,332.004
95.408,467.888
125.725,543.236
302.93,404.132
314.459,474.972
271.759,505.24
316.539,336.968
345.148,339.544
356.25,384.624
161.538,621.616
140.188,342.12
241.814,467.056
197.406,327.952
165.381,163.088
217.475,365.948
205.946,163.088
263.591,244.232
236.69,626.768
160.257,212.676
54.788,476.716
115.422,527.592
123.962,217.184
84.306,316.548
80.463,344.24
108.218,268.248
154.334,277.908
260.23,500.732
131.276,324.276
65.518,221.88
325.988,196.764
95.408,504.596
140.67,388.676
94.127,386.1
196.18,411.86
255.533,258.588
157.75,231.54
358.44,543.236
350.327,405.42
103.521,434.4
155.615,486.564
106.083,424.096
173.976,401.556
201.731,312.04
115.477,417.012
153.48,403.488
94.554,594.112
139.389,563.2
172.695,561.912
91.992,322.344
217.957,316.548
144.94,408.64
260.23,392.54
179.954,475.616
135.546,346.816
136.827,419.588
204.293,536.152
226.07,381.592
137.254,227.032
72.777,333.936
112.915,219.304
211.979,284.348
209.844,239.912
191.91,518.764
163.301,483.988
151.717,552.708
202.957,491.528
127.378,432.28
193.99,493.46
60.339,208.812
106.882,189.492
164.1,461.904
109.444,268.704
115.422,526.948
275.547,192.712
187.158,329.24
221.318,289.956
206.373,545.624
64.182,317.648
188.866,253.248
186.731,512.78
118.411,440.008
62.047,201.728
137.254,548.388
151.772,513.612
150.064,468.532
74.485,330.716
133.411,268.892
140.243,310.752
80.463,252.792
150.064,269.536
74.912,230.252
154.334,351.968
69.788,504.596
55.27,442.128
172.695,421.52
229.486,261.808
175.257,393.828
168.425,529.712
67.653,403.488
163.728,532.288
196.18,541.948
308.908,477.548
336.663,407.996
398.578,465.312
360.575,498.156
258.949,471.108
168.425,485.276
71.496,521.34
414.804,587.672
464.336,559.98
401.14,619.228
94.127,538.728
182.089,508.46
139.389,406.064
161.166,426.672
255.96,274.688
404.556,294.008
403.702,281.772
82.598,512.324
284.569,459.516
453.234,603.772
248.701,387.388
272.186,475.616
153.48,545.812
219.238,404.776
392.173,507.816
342.214,462.092
293.963,398.98
285.85,514.256
215.395,453.72
268.343,422.164
177.392,482.056
195.753,328.14
170.133,521.34
81.317,186.46
51,81.488
118.838,485.732
74.003,508.916
45.821,152.784
158.122,458.04
194.844,542.404
159.83,578.468
54.788,520.508
275.12,420.688
65.89,213.32
325.506,231.352
52.653,490.24
54.788,458.684
122.254,385.268
91.51,421.332
190.574,334.392
193.99,540.472
60.339,320.224
65.036,318.936
55.642,395.572
206.373,417.468
247.847,350.68
136.827,313.972
210.698,263.096
173.122,321.056
201.731,315.904
192.764,417.012
150.064,349.392
97.543,394.472
209.417,206.424
87.295,268.248
74.485,265.672
285.85,508.46
251.263,214.796
182.943,336.512
170.56,338.444
134.692,328.784
161.166,281.128
141.524,268.248
195.753,333.936
133.838,413.792
300.368,429.892
247.42,502.664
237.172,387.388
182.089,408.64
93.273,250.216
197.034,429.248
257.241,234.76
135.973,285.636
161.593,274.044
159.458,411.216
267.062,207.068
225.643,245.064
203.866,265.028
178.246,321.056
135.546,265.028
163.301,427.96
228.632,345.528
160.739,299.804
257.668,346.816
247.42,442.772
243.577,335.868
172.695,538.084
161.166,318.48
74.912,301.092
276.883,435.688
167.998,531
105.656,429.248
87.295,335.224
194.844,420.688
121.4,459.972
86.386,259.688
81.262,72.928
119.692,380.116
230.712,196.576
245.23,330.528
53.08,500.544
186.304,267.416
148.783,313.328
186.359,310.752
174.83,326.208
85.16,290.788
124.017,319.124
173.122,320.412
333.247,311.396
145.367,415.08
170.56,346.172
125.725,548.388
132.13,514.256
128.714,335.868
153.053,528.424
134.692,281.128
236.318,393.184
89.43,480.768
89.43,465.956
158.604,339.732
188.921,391.896
171.841,342.308
268.343,391.252
171.841,294.008
161.166,313.328
163.728,374.508
166.717,345.528
197.888,312.04
313.178,300.448
211.125,415.724
68.934,465.312
178.246,260.52
319.156,536.796
84.306,231.54
165.863,309.464
116.331,188.392
196.18,490.428
89.857,470.464
148.356,397.692
205.147,465.312
188.921,461.448
164.582,395.116
199.169,471.752
206.001,427.96
188.067,254.08
201.304,479.48
201.304,257.3
260.657,469.82
276.883,237.98
284.996,334.58
449.391,321.7
311.043,267.604
185.505,493.648
213.26,558.048
65.89,206.88
98.769,554.64
293.054,377.54
84.678,483.8
242.668,558.504
310.988,213.964
143.604,333.748
252.916,81.944
88.948,360.152
321.663,367.88
44.54,396.216
60.766,245.52
211.979,209
144.086,397.692
89.43,301.736
230.767,266.96
253.825,339.732
80.463,530.356
170.56,427.96
197.888,494.936
312.324,298.516
132.13,679.12
145.367,308.82
281.58,350.68
66.799,460.804
332.82,565.132
338.798,541.948
378.082,511.036
68.934,245.064
108.218,646.92
122.309,284.348
62.956,202.56
193.618,384.812
251.263,502.02
204.293,458.228
153.053,515.544
83.879,459.516
252.544,387.388
87.722,469.82
62.956,502.02
272.186,379.66
119.747,507.172
109.499,602.484
237.599,237.98
59.54,480.124
247.847,355.832
152.199,457.584
124.444,340.376
93.273,265.672
112.915,392.54
217.957,510.392
102.667,253.436
192.337,273.4
340.933,536.796
107.364,471.108
181.235,507.172
117.185,231.54
206.001,421.52
67.653,584.452
181.235,191.612
153.852,530.168
252.062,251.96
93.218,626.124
258.467,322.8
170.932,598.432
194.844,347.272
115.422,249.384
68.879,441.94
66.744,517.288
61.62,273.212
173.067,497.324
427.132,421.332
447.628,269.992
191.001,217.184
172.64,165.664
120.973,383.336
94.072,276.432
63.755,500.544
226.869,617.108
219.61,450.312
250.354,470.276
237.172,455.652
159.885,459.516
253.825,335.868
248.701,382.88
232.475,392.54
182.089,359.696
186.359,404.132
71.496,507.816
238.453,446.636
245.285,491.072
174.83,346.172
204.293,484.632
51,441.484
99.678,567.064
124.444,350.68
167.998,398.336
178.246,395.116
194.899,411.216
144.94,306.244
221.373,441.484
182.089,440.84
119.747,337.8
238.453,466.6
361.002,544.524
235.037,333.936
79.182,611.5
164.582,672.68
132.13,335.868
83.025,248.928
164.582,567.064
214.114,427.316
161.166,618.584
72.35,402.2
95.408,346.816
156.469,394.472
136.827,619.228
236.318,351.324
87.295,223.168
149.637,397.692
212.833,448.568
127.006,295.94
248.701,355.832
115.05,486.564
191.483,392.54
97.97,432.468
141.524,393.184
103.948,513.612
83.879,238.624
336.663,409.284
195.326,514.256
162.819,492.816
52.226,553.352
184.169,349.848
109.444,605.516
104.747,478.004
275.12,275.788
283.233,125.736
121.827,318.292
115.422,300.904
165.808,326.02
120.119,420.044
116.276,318.936
114.568,280.296
84.678,233.284
124.389,212.032
136.772,497.324
89.802,540.472
88.948,520.508
141.469,610.668
83.824,318.936
146.166,379.472
404.074,531.456
88.576,494.292
244.004,503.952
129.141,634.04
98.824,559.98
129.995,480.124
214.114,452.432
79.182,434.4
125.298,435.044
160.312,419.588
115.477,413.792
119.747,431.18
111.634,411.216
186.786,349.392
135.546,419.588
106.937,612.144
85.16,669.46
203.866,511.036
129.995,402.2
99.251,591.536
294.817,328.14
171.841,295.296
179.954,464.668
118.893,427.96
163.301,541.304
240.588,344.24
178.246,405.42
156.469,451.788
202.585,471.108
150.918,357.764
252.117,404.132
238.88,292.72
234.183,247.64
110.78,438.908
99.251,488.496
194.472,457.584
91.992,529.712
226.924,483.344
146.221,537.44
150.064,349.392
89.43,455.008
100.959,614.72
233.756,480.124
328.55,308.82
201.731,571.572
206.001,606.992
352.889,659.8
275.175,394.472
68.934,441.484
151.29,421.976
50.518,471.564
106.882,480.58
87.24,579.756
158.122,393.64
125.243,329.884
243.949,238.436
237.117,130.888
80.408,465.768
142.323,400.08
219.61,611.312
268.288,326.664
45.821,509.56
52.226,434.856
154.279,488.308
140.188,285.448
106.028,523.084
220.946,465.956
67.653,415.08
75.766,408.64
137.254,494.936
97.543,395.76
51,292.076
150.064,498.156
115.477,411.216
178.673,406.708
155.188,395.116
70.642,514.9
124.017,588.316
207.282,328.784
212.406,512.324
229.486,504.596
148.356,487.208
87.295,308.82
167.998,319.768
115.477,410.572
71.069,398.98
166.717,463.38
125.298,452.432
101.386,339.088
196.18,414.436
192.764,395.116
64.664,612.788
130.422,561.268
72.35,203.848
66.799,655.936
255.96,379.016
166.717,395.76
83.879,328.784
163.728,618.584
267.062,387.388
143.659,532.288
168.425,459.516
81.744,655.936
168.425,539.372
199.596,364.204
75.766,265.672
163.301,398.336
95.408,549.676
207.709,259.232
71.069,602.484
161.166,393.828
91.992,408.64
209.844,561.268
70.215,286.924
186.359,326.208
122.309,283.06
178.673,341.664
91.138,172.292
125.725,137.516
248.701,333.292
62.102,484.632
61.193,264.84
78.7,494.104
44.54,572.672
50.518,342.12
78.7,394.928
55.215,257.112
171.359,186.916
110.725,263.552
180.326,410.384
210.216,236.504
120.119,631.92
44.967,425.84
146.166,550.132
72.777,611.5
193.618,501.376
89.857,440.84
173.122,407.996
118.893,348.104
72.777,440.84
137.254,420.876
148.356,427.96
370.396,183.884
473.73,147.176
74.485,308.176
64.237,537.44
132.557,239.268
245.712,259.876
79.609,335.224
83.879,561.268
256.814,601.196
118.893,560.624
159.031,545.812
174.403,296.584
207.282,461.448
103.521,294.008
285.85,233.472
209.844,411.86
280.299,400.912
147.502,335.868
207.709,407.996
197.888,445.348
335.382,473.04
182.089,556.76
244.431,390.608
260.23,413.148
253.398,214.796
253.398,304.312
91.138,426.028
186.786,413.148
456.223,405.42
332.82,316.548
89.43,471.752
113.769,498.156
150.064,462.092
159.031,295.296
126.579,317.836
177.392,332.004
201.731,464.668
150.064,438.908
313.178,314.616
238.88,341.02
246.566,326.208
194.472,512.968
147.075,360.984
212.833,382.236
79.981,566.232
171.786,591.348
193.563,535.964
193.99,530.168
75.284,255.18
74.857,307.988
170.932,414.892
185.45,535.32
156.414,533.388
67.171,478.648
47.529,474.784
56.496,386.556
255.051,157.292
217.475,208.168
239.252,595.856
200.822,400.08
51.799,111.568
233.701,388.488
151.29,267.416
120.546,532.744
80.408,551.42
126.524,289.956
456.223,664.952
71.069,400.268
246.566,474.972
127.86,663.664
126.579,556.116
357.586,181.308
109.499,531
229.486,390.608
137.254,181.952
66.372,316.548
167.144,328.784
199.169,326.208
103.521,398.98
99.251,612.788
148.356,397.692
277.31,616.652
152.199,322.344
214.968,424.74
143.659,350.68
79.609,557.404
192.764,424.74
170.133,380.304
95.408,547.1
231.621,348.748
79.609,351.968
430.548,623.548
63.755,411.672
75.284,499.256
232.42,266.772
118.838,168.24
123.535,461.904
76.992,521.152
188.866,171.46
263.591,95.468
252.062,98.044
250.354,594.568
152.571,370.456
103.893,130.244
49.664,479.292
67.598,209.456
48.81,646.088
255.533,268.892
106.937,593.468
127.86,677.188
176.538,460.16
133.838,574.148
185.932,516.832
84.733,536.796
71.923,512.324
207.282,306.888
223.508,595.4
329.404,412.504
375.947,397.048
77.474,398.98
147.929,405.42
176.965,284.992
137.681,483.988
197.461,521.34
185.932,527.136
151.772,509.748
144.086,445.348
161.166,436.332
174.403,498.8
255.533,501.376
78.755,402.2
340.506,333.936
77.474,458.228
74.912,415.08
131.276,345.528
127.86,306.244
247.42,575.436
179.527,528.424
145.367,506.528
129.995,518.764
215.395,444.06
237.172,503.308
149.637,406.708
187.64,528.424
150.491,527.136
310.616,436.332
207.709,509.748
153.907,492.36
131.703,679.12
232.42,195.932
92.364,640.936
117.984,241.656
79.127,279.008
44.54,463.192
289.638,209.456
103.466,502.476
259.748,124.448
234.982,615.176
314.831,321.512
83.397,147.632
77.846,527.592
114.568,658.968
183.742,273.856
135.918,258.4
73.149,456.752
227.351,205.78
361.856,317.836
267.489,206.424
157.75,442.128
71.069,256.012
110.78,301.736
94.554,463.38
380.217,559.336
456.65,425.384
365.272,393.184
388.757,339.732
311.043,296.584
378.082,340.376
388.33,341.664
356.305,341.02
338.798,317.836
267.489,417.012
275.175,405.42
197.888,561.912
260.657,348.748
306.346,329.428
382.779,494.292
308.908,366.78
264.073,438.908
94.554,489.784
217.53,328.784
125.298,359.696
175.257,403.488
126.152,321.056
295.244,421.52
322.572,424.74
97.116,246.996
171.414,530.356
440.424,447.924
148.356,417.012
331.112,322.344
175.257,358.408
144.94,506.528
148.783,538.728
67.653,349.392
103.521,408.64
270.905,596.688
220.092,359.052
125.725,357.12
197.888,331.36
276.456,516.832
155.615,333.292
233.756,447.28
224.789,392.54
82.598,380.948
109.072,478.192
163.301,491.716
105.656,304.956
216.676,319.124
207.282,293.364
194.899,314.616
270.905,325.564
258.949,288.212
203.012,333.292
224.789,344.24
245.712,469.82
261.511,170.36
153.053,419.588
143.659,388.032
65.518,331.36
128.714,435.688
240.588,397.692
94.127,440.84
161.593,441.484
140.67,457.584
242.296,418.944
118.893,433.756
237.544,503.12
258.04,341.476
158.976,480.58
243.522,521.796
258.04,548.2
150.863,237.792
189.72,461.26
49.664,289.956
99.196,306.7
240.96,252.604
118.411,415.536
76.992,234.572
90.656,302.836
317.82,211.388
141.042,315.716
66.744,368.524
114.995,67.776
83.824,378.184
136.345,482.512
177.764,219.76
83.824,575.892
69.788,222.524
451.526,596.044
153.053,302.38
177.819,283.06
248.274,413.792
274.321,339.732
242.296,237.336
164.582,482.056
255.533,277.908
247.42,390.608
166.29,551.608
112.061,610.856
106.937,387.388
273.467,355.188
253.398,319.124
275.602,334.58
265.781,385.456
81.744,588.96
230.767,338.444
355.451,495.58
249.128,338.444
167.998,362.916
132.13,183.884
182.089,297.228
139.389,464.024
121.028,421.52
255.533,398.336
59.967,155.548
124.444,385.456
258.095,395.116
112.061,435.688
189.348,443.416
219.665,441.484
105.229,270.18
166.29,554.184
147.929,315.904
170.987,464.668
167.998,661.732
194.472,359.696
110.353,351.324
228.205,385.456
154.334,467.244
127.86,464.668
205.574,466.6
63.383,352.612
154.334,316.548
363.564,292.076
190.629,483.344
238.88,364.848
128.714,419.588
47.102,164.376
136.345,631.92
158.122,661.544
228.15,336.324
45.821,461.904
223.88,420.688
46.248,253.248
239.252,454.176
53.934,254.536
258.467,168.884
172.64,459.328
112.433,391.708
328.922,619.04
193.136,320.224
164.954,472.208
137.199,396.86
70.16,131.532
84.678,555.928
234.128,383.336
64.237,621.16
59.967,526.492
69.788,511.036
158.604,492.36
62.102,350.68
255.96,248.928
154.334,355.188
334.528,403.488
74.912,375.796
158.604,359.052
170.56,531.644
193.618,339.732
176.111,391.896
178.673,321.7
190.202,136.228
188.921,289.5
128.714,538.084
163.301,415.08
71.069,463.38
273.04,455.008
216.676,491.716
165.863,274.688
149.637,523.272
226.924,391.252
103.948,435.688
147.502,447.28
70.215,597.976
116.331,340.376
278.591,258.588
62.102,395.76
205.147,333.936
299.514,384.168
192.337,335.868
70.215,438.908
60.821,162.632
339.225,531
99.251,325.564
51,551.608
175.257,574.792
115.05,449.212
224.362,280.484
184.651,474.328
103.521,460.804
237.599,463.38
316.167,550.964
63.383,283.06
156.469,619.228
210.698,521.984
169.279,561.912
161.593,603.128
161.166,186.46
239.734,406.064
83.879,424.74
109.444,339.544
174.348,445.16
84.678,295.752
49.664,375.608
47.102,382.048
348.564,397.504
217.902,427.128
51.372,222.336
56.496,310.564
144.458,342.12
242.668,540.472
70.587,389.776
54.788,226.844
177.764,537.896
64.182,200.44
175.202,406.52
129.94,440.008
320.437,332.648
215.395,227.676
143.659,331.36
115.05,464.668
115.05,353.256
98.824,341.664
241.015,209
77.047,445.992
206.428,406.064
188.921,212.864
254.679,399.624
66.372,449.212
89.857,349.392
146.221,393.184
201.731,543.88
183.37,391.252
153.053,296.584
125.298,333.936
167.998,349.392
102.24,171.648
244.431,332.004
293.963,387.388
110.353,687.492
89.857,617.296
104.802,493.648
403.275,301.092
478,500.088
309.762,253.436
256.814,357.764
296.098,519.408
146.221,485.276
228.205,341.02
214.114,410.572
187.64,339.088
151.772,641.124
110.353,489.784
87.722,309.464
71.496,531
152.199,403.488
98.824,491.072
117.185,451.788
158.604,287.568
91.565,480.768
239.734,529.712
254.679,451.788
178.246,397.692
183.37,567.708
201.304,227.676
226.924,351.324
205.147,317.836
192.337,334.58
135.973,351.324
67.653,435.688
124.444,357.764
184.651,378.372
231.621,389.32
309.762,225.1
201.304,602.484
235.891,499.444
453.234,608.28
91.937,653.816
150.436,261.62
182.034,232.64
191.001,297.04
204.665,400.08
176.056,407.808
42.405,380.76
81.689,277.72
46.248,455.464
289.638,364.016
254.624,271.28
255.051,146.988
289.211,108.348
141.469,213.964
210.643,113.5
129.94,360.796
150.863,215.896
127.805,416.824
126.097,382.048
170.932,375.608
174.348,245.52
80.408,401.368
205.092,235.216
127.378,254.536
144.94,312.04
154.334,346.172
230.34,403.488
103.948,510.392
229.486,591.536
153.053,512.324
64.237,246.996
71.069,455.652
190.202,453.076
51,400.268
161.166,388.032
245.712,527.136
127.006,273.4
156.469,262.452
227.351,304.956
59.113,545.168
199.169,409.284
171.841,495.58
153.053,493.648
150.064,433.756
88.576,469.82
188.921,493.004
293.109,346.816
276.456,493.648
307.627,531.644
203.866,413.148
144.086,411.86
162.447,358.408
112.915,318.48
285.85,348.104
283.288,455.008
310.189,499.444
141.951,463.38
194.472,422.164
86.014,457.584
282.434,387.388
249.128,341.664
270.051,360.34
259.376,471.108
291.401,474.972
200.45,415.08
82.598,417.656
85.16,412.504
179.527,440.196
262.792,467.244
251.263,351.324
147.075,491.716
112.488,491.716
109.072,479.48
209.844,510.392
253.398,341.02
340.079,126.568
51,303.024
68.934,308.176
159.885,288.212
173.122,352.612
150.064,559.336
165.009,208.356
159.885,206.424
159.885,284.348
97.97,141.38
251.263,404.132
247.42,662.376
174.403,634.04
186.359,411.86
288.412,285.636
170.505,512.136
114.568,495.392
106.882,537.252
62.901,358.864
173.921,434.856
198.687,181.764
188.439,447.092
46.248,502.476
55.642,257.112
59.058,552.064
101.331,272.568
82.116,181.12
97.488,320.868
121.827,488.952
167.943,411.672
290.492,107.704
169.224,273.212
218.756,612.6
170.932,276.432
290.492,655.748
193.136,223.624
99.251,494.292
182.089,375.796
126.579,276.62
266.208,336.512
71.069,420.876
193.618,485.276
363.137,485.276
201.304,315.904
194.899,512.324
161.166,398.98
67.653,435.044
167.144,248.928
389.611,347.46
173.976,666.884
93.273,442.128
130.422,454.364
178.673,492.36
58.686,297.872
176.111,494.936
161.593,467.244
112.915,480.768
71.069,449.212
69.788,397.048
127.86,341.02
135.546,300.448
99.251,458.228
372.531,354.544
418.647,351.324
393.027,455.652
124.017,488.496
81.744,327.496
425.479,494.936
201.731,336.512
304.638,550.964
198.315,278.552
164.582,401.556
61.248,239.912
56.551,449.856
115.477,294.652
216.676,461.448
71.496,347.46
140.243,346.816
262.792,345.528
230.767,270.18
120.601,553.54
115.422,242.944
125.67,454.176
49.237,556.572
83.824,519.864
219.183,369.812
130.367,205.592
234.128,286.092
164.527,269.348
77.846,405.232
51.372,403.944
240.106,415.536
71.014,245.52
130.422,333.292
153.48,484.632
242.296,245.064
126.579,328.784
318.302,427.96
270.905,521.984
100.105,279.84
204.293,339.732
80.463,362.916
94.554,465.312
183.37,573.504
148.356,533.576
72.35,480.768
89.857,451.144
324.707,561.912
169.279,480.768
216.676,425.384
121.882,580.588
86.014,601.196
60.821,657.868
144.086,380.304
286.704,397.048
371.25,453.72
344.776,465.312
308.908,473.684
84.306,600.552
215.395,268.248
62.956,401.556
81.317,471.108
213.26,501.376
67.653,592.824
65.518,570.928
179.527,538.084
116.331,429.248
103.094,331.36
261.511,502.02
209.417,259.876
163.301,331.36
138.108,448.568
132.557,105.316
192.337,140.736
195.753,426.672
147.502,345.528
198.315,360.34
269.624,301.736
297.379,281.128
248.701,350.68
188.921,420.232
211.125,444.06
380.644,340.376
175.257,436.332
275.602,214.796
172.695,393.828
189.775,384.168
156.469,348.748
146.166,497.324
148.728,515.356
155.133,535.964
172.64,483.156
181.18,496.036
182.888,562.368
59.058,467.056
260.602,382.692
54.788,228.776
272.985,90.96
116.703,364.016
161.538,563.656
120.546,333.104
265.726,258.4
133.783,382.692
153.852,376.896
128.232,503.764
111.579,670.56
171.786,499.9
43.686,323.444
136.772,521.152
72.295,501.832
211.924,488.952
318.674,510.848
352.462,395.76
443.84,309.464
259.376,281.772
187.64,486.564
437.862,154.26
211.07,338.256
184.651,279.196
226.07,380.304
173.122,572.216
194.899,625.024
116.331,293.364
289.266,407.352
322.999,442.772
176.538,398.336
135.546,401.556
256.814,492.36
299.941,541.948
170.133,312.04
186.359,514.9
178.246,319.124
178.673,336.512
318.302,327.496
199.596,252.148
91.138,456.94
71.069,411.86
139.389,317.836
159.031,324.276
161.166,384.168
340.933,561.912
175.257,447.924
176.111,397.048
118.466,450.5
209.417,505.884
291.828,444.06
81.317,425.384
115.05,236.692
174.83,329.428
77.474,345.528
211.979,487.852
167.144,532.932
251.263,205.78
294.817,431.18
243.15,255.368
338.798,325.564
345.63,321.056
255.533,378.372
222.654,259.876
201.304,292.076
300.795,401.556
203.012,483.344
89.43,427.316
179.954,246.996
77.901,609.568
65.518,559.98
270.85,374.964
46.248,517.288
152.998,467.7
209.789,518.576
217.048,460.616
208.081,474.784
49.664,500.544
130.794,283.516
99.623,338.256
136.772,185.628
274.266,206.88
60.766,222.336
171.786,165.02
41.551,190.78
43.686,179.188
176.056,211.388
205.092,471.564
64.609,431.636
308.853,380.116
223.453,81.944
158.976,557.86
180.326,342.764
133.356,306.056
200.822,497.968
107.736,429.704
51.372,600.364
79.609,432.468
67.653,459.516
105.656,417.656
62.956,432.468
207.709,559.336
91.992,511.68
92.419,514.9
109.072,437.62
289.266,552.252
128.714,599.908
70.215,563.844
95.408,510.392
326.415,480.124
325.988,427.316
304.638,480.768
231.621,521.984
282.434,265.672
419.928,559.98
384.487,498.156
293.963,493.004
102.667,263.096
182.089,379.016
